Set Code,Number,Finish,Count,Location,Order/Add Date,Price Per Card,Order Note,Name
CLB,838,N,,,,,,"Vivien, Champion of the Wilds"
IKO,175,N,,,,,,"Vivien, Monsters' Advocate"
STH,143,N,,,,,,Volrath's Stronghold
IKO,37,N,,,,,,Vulpikeet
CMM,68,N,,,,,,Wakening Sun's Avatar
BOK,60,N,,,,,,Walker of Secret Ways
LCC,179,N,,,,,,Warkite Marauder
MH3,110,N,,,,,,Warren Soultrader
GRN,259,N,,,,,,Watery Grave
J22,371,N,,,,,,Wavebreak Hippocamp
CMM,331,N,,,,,,Wayward Swordtooth
C14,223,N,,,,,,Wellwisher
10E,345,N,,,,,,Whispersilk Cloak
A25,39,N,,,,,,Whitemane Lion
CLB,261,N,,,,,,"Wilson, Refined Grizzly"
MH1,37,N,,,,,,Winds of Abandon
KHC,79,N,,,,,,Wirewood Channeler
ONS,329,N,,,,,,Wirewood Lodge
C21,81,N,,,,,,Witch's Clinic
ELD,237,N,,,,,,Witch's Oven
SOS,105,N,,,,,,Withering Curse
BLC,189,N,,,,,,Woe Strider
2XM,332,N,,,,,,Wooded Bastion
MOM,173,N,,,,,,Wrenn's Resolve
2XM,308,N,,,,,,Wurmcoil Engine
NPH,51,N,,,,,,Xenograft
DMC,48,N,,,,,,"Xira, the Golden Sting"
UDS,143,N,,,,,,Yavimaya Hollow
C18,52,N,,,,,,"Yuriko, the Tiger's Shadow"
CMM,365,N,,,,,,"Zacama, Primal Calamity"
CMR,294,N,,,,,,"Zara, Renegade Recruiter"
C19,79,N,,,,,,"Zetalpa, Primal Dawn"
SNC,261,N,,,,,,Ziatora's Proving Ground
MKC,43,N,,,,,,Take the Bait
WOE,256,N,,,,,,Evolving Wilds
PIP,517,N,,,,,,Temple of Deceit
HOB,122,N,,,,,,#N/A
